2023-03-12 09:43:59.392948 [INFO   ] [APP] application started
2023-03-12 09:50:09.017353 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150100; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:09.252049 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149800; ask volumes: 1000; bid prices: 149600; bid volumes: 12810
2023-03-12 09:50:09.252125 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150100; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:09.574753 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149800; ask volumes: 11000; bid prices: 149600; bid volumes: 14000
2023-03-12 09:50:09.574816 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150100; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:09.805929 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149800; ask volumes: 11000; bid prices: 149600; bid volumes: 13000
2023-03-12 09:50:09.805983 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150100; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:10.029565 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 149900; ask volumes: 12000; bid prices: 149800; bid volumes: 2000
2023-03-12 09:50:10.029620 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150100; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:10.123285 [INFO   ] [AUTO] order 556 filled for 10 lots at $150200 cents
2023-03-12 09:50:10.123678 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-12 09:50:10.123789 [INFO   ] [AUTO] hedge order 557 filled for 10 lots at $149900 average price in cents
2023-03-12 09:50:10.291065 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150000; ask volumes: 11830; bid prices: 149800; bid volumes: 2000
2023-03-12 09:50:10.291137 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150400; ask volumes: 10000; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:10.432719 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 149800; bid volumes: 2000
2023-03-12 09:50:10.487956 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 149800; ask volumes: 10000; bid prices: 0; bid volumes: 0
2023-03-12 09:50:10.495823 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150000; ask volumes: 12810; bid prices: 149800; bid volumes: 1000
2023-03-12 09:50:10.495851 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150400; ask volumes: 10010; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:10.805926 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150100; ask volumes: 12000; bid prices: 149900; bid volumes: 12810
2023-03-12 09:50:10.806030 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150400; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:11.030054 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150100; ask volumes: 1000; bid prices: 149900; bid volumes: 12820
2023-03-12 09:50:11.030090 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150500; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:11.041968 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150100; ask volumes: 470; bid prices: 0; bid volumes: 0
2023-03-12 09:50:11.268382 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150200; ask volumes: 1000; bid prices: 150100; bid volumes: 2000
2023-03-12 09:50:11.268463 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150500; ask volumes: 10; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:11.530956 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150200; ask volumes: 3000; bid prices: 150100; bid volumes: 2000
2023-03-12 09:50:11.530997 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 80; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:11.591984 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150100; bid volumes: 2000
2023-03-12 09:50:11.802704 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150200; ask volumes: 2000; bid prices: 150000; bid volumes: 3000
2023-03-12 09:50:11.802749 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 10080; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:12.000841 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 16000; bid prices: 150100; bid volumes: 14800
2023-03-12 09:50:12.000928 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 10080; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:12.312793 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 1000; bid prices: 150300; bid volumes: 13000
2023-03-12 09:50:12.312916 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 70; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:12.527214 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 1000; bid prices: 150300; bid volumes: 15000
2023-03-12 09:50:12.527254 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 70; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:12.693083 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150300; bid volumes: 780
2023-03-12 09:50:12.823011 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1000; bid prices: 150300; bid volumes: 2450
2023-03-12 09:50:12.823096 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:13.050410 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1000; bid prices: 150300; bid volumes: 2450
2023-03-12 09:50:13.050455 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:13.334837 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 2400; bid prices: 150300; bid volumes: 2450
2023-03-12 09:50:13.334882 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:13.345840 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150300; bid volumes: 2450
2023-03-12 09:50:13.571385 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 12000; bid prices: 150300; bid volumes: 4000
2023-03-12 09:50:13.571459 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:13.797348 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1400; bid prices: 150200; bid volumes: 15460
2023-03-12 09:50:13.797443 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:14.041023 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150300; bid volumes: 650
2023-03-12 09:50:14.068552 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 2400; bid prices: 150300; bid volumes: 350
2023-03-12 09:50:14.068596 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:14.273292 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1000; bid prices: 150300; bid volumes: 350
2023-03-12 09:50:14.273336 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 100; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:14.341923 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150300; bid volumes: 350
2023-03-12 09:50:14.377771 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150600; ask volumes: 47; bid prices: 0; bid volumes: 0
2023-03-12 09:50:14.534647 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150300; ask volumes: 1400; bid prices: 150200; bid volumes: 1700
2023-03-12 09:50:14.534723 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:14.792532 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 5400; bid prices: 150200; bid volumes: 2700
2023-03-12 09:50:14.792604 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150000; bid volumes: 7
2023-03-12 09:50:15.084052 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 4400; bid prices: 150200; bid volumes: 3700
2023-03-12 09:50:15.084095 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 26
2023-03-12 09:50:15.333492 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 4400; bid prices: 150300; bid volumes: 3000
2023-03-12 09:50:15.333554 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 26
2023-03-12 09:50:15.510174 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 2000; bid prices: 150200; bid volumes: 13700
2023-03-12 09:50:15.510251 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 26
2023-03-12 09:50:15.686066 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 150500; bid volumes: 8
2023-03-12 09:50:15.784695 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 7400; bid prices: 150300; bid volumes: 2000
2023-03-12 09:50:15.784775 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:16.035277 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 16400; bid prices: 150400; bid volumes: 2000
2023-03-12 09:50:16.035357 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:16.136859 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150400; bid volumes: 2000
2023-03-12 09:50:16.296148 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 4000; bid prices: 150200; bid volumes: 16720
2023-03-12 09:50:16.296238 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 53; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:16.299022 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150600; ask volumes: 14; bid prices: 0; bid volumes: 0
2023-03-12 09:50:16.525804 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1400; bid prices: 150300; bid volumes: 450
2023-03-12 09:50:16.525893 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 39; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:16.802299 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 3400; bid prices: 150400; bid volumes: 3000
2023-03-12 09:50:16.802372 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 39; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:17.039854 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 4400; bid prices: 150400; bid volumes: 3450
2023-03-12 09:50:17.039889 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 39; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:17.290156 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 4000; bid prices: 150400; bid volumes: 6000
2023-03-12 09:50:17.290202 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 39; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:17.483289 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150600; ask volumes: 2; bid prices: 0; bid volumes: 0
2023-03-12 09:50:17.575700 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150500; ask volumes: 5120; bid prices: 150400; bid volumes: 3450
2023-03-12 09:50:17.575794 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 37; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:17.587654 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150400; bid volumes: 3450
2023-03-12 09:50:17.738023 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150600; ask volumes: 6; bid prices: 0; bid volumes: 0
2023-03-12 09:50:17.799901 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 1000; bid prices: 150200; bid volumes: 15380
2023-03-12 09:50:17.799987 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:17.882614 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150200; bid volumes: 1670
2023-03-12 09:50:18.052420 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150200; ask volumes: 1000; bid prices: 150000; bid volumes: 12780
2023-03-12 09:50:18.052502 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:18.291178 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150300; ask volumes: 6400; bid prices: 150100; bid volumes: 8000
2023-03-12 09:50:18.291281 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 41; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:18.540980 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 4000; bid prices: 150200; bid volumes: 10000
2023-03-12 09:50:18.541050 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:18.747885 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150400; ask volumes: 8000; bid prices: 150100; bid volumes: 13710
2023-03-12 09:50:18.747987 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:19.033264 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 4000; bid prices: 150400; bid volumes: 10000
2023-03-12 09:50:19.033336 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:19.341897 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150700; ask volumes: 6000; bid prices: 150500; bid volumes: 11030
2023-03-12 09:50:19.341974 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:19.441527 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150700; ask volumes: 1550; bid prices: 0; bid volumes: 0
2023-03-12 09:50:19.508816 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150800; ask volumes: 2400; bid prices: 150700; bid volumes: 1200
2023-03-12 09:50:19.508902 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:19.511406 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150800; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-12 09:50:19.541636 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150600; ask volumes: 31; bid prices: 0; bid volumes: 0
2023-03-12 09:50:19.786076 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150800; ask volumes: 5400; bid prices: 150700; bid volumes: 1200
2023-03-12 09:50:19.786125 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150800; ask volumes: 26; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:20.026252 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150700; bid volumes: 80
2023-03-12 09:50:20.082988 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150800; ask volumes: 4010; bid prices: 150600; bid volumes: 1000
2023-03-12 09:50:20.083022 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150800; ask volumes: 26; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:20.288742 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150800; ask volumes: 4410; bid prices: 150600; bid volumes: 2000
2023-03-12 09:50:20.288773 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150800; ask volumes: 26; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:20.398306 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150600; bid volumes: 1480
2023-03-12 09:50:20.566974 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150800; ask volumes: 10; bid prices: 150700; bid volumes: 12690
2023-03-12 09:50:20.567068 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:20.601764 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150800; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-12 09:50:20.768143 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150900; ask volumes: 1400; bid prices: 150700; bid volumes: 13680
2023-03-12 09:50:20.768218 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:21.011623 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 4410; bid prices: 150800; bid volumes: 9000
2023-03-12 09:50:21.011693 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:21.272898 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 1410; bid prices: 150900; bid volumes: 1000
2023-03-12 09:50:21.272940 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:21.341033 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 151000; ask volumes: 4010; bid prices: 0; bid volumes: 0
2023-03-12 09:50:21.567399 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150900; ask volumes: 2400; bid prices: 150800; bid volumes: 2000
2023-03-12 09:50:21.567485 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:21.778547 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150900; ask volumes: 2000; bid prices: 150800; bid volumes: 2000
2023-03-12 09:50:21.778599 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:21.797081 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150900; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-12 09:50:21.983386 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150700; ask volumes: 16; bid prices: 0; bid volumes: 0
2023-03-12 09:50:22.038462 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 2000; bid prices: 150800; bid volumes: 12660
2023-03-12 09:50:22.038552 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150800; ask volumes: 13; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:22.247595 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 151000; ask volumes: 1400; bid prices: 0; bid volumes: 0
2023-03-12 09:50:22.323015 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151100; ask volumes: 5000; bid prices: 150900; bid volumes: 1000
2023-03-12 09:50:22.323083 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 150800; ask volumes: 13; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:22.526484 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 150800; ask volumes: 13; bid prices: 0; bid volumes: 0
2023-03-12 09:50:22.591302 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 1000; bid prices: 150800; bid volumes: 12650
2023-03-12 09:50:22.591361 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 17; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:22.781392 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 1000; bid prices: 150800; bid volumes: 12000
2023-03-12 09:50:22.781425 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 17; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:22.997950 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151000; ask volumes: 2000; bid prices: 150800; bid volumes: 12120
2023-03-12 09:50:22.997989 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 17; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:23.269125 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151200; ask volumes: 1400; bid prices: 151100; bid volumes: 120
2023-03-12 09:50:23.269200 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 17; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:23.428389 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 151100; bid volumes: 120
2023-03-12 09:50:23.533276 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 151200; ask volumes: 5; bid prices: 0; bid volumes: 0
2023-03-12 09:50:23.558650 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151100; ask volumes: 1000; bid prices: 150900; bid volumes: 12640
2023-03-12 09:50:23.558720 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150600; bid volumes: 10000
2023-03-12 09:50:23.792480 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151200; ask volumes: 3400; bid prices: 151000; bid volumes: 12000
2023-03-12 09:50:23.792550 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:24.083401 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151200; ask volumes: 5000; bid prices: 151000; bid volumes: 11000
2023-03-12 09:50:24.083438 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150500; bid volumes: 10018
2023-03-12 09:50:24.341289 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151100; ask volumes: 2400; bid prices: 150900; bid volumes: 4630
2023-03-12 09:50:24.341344 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150500; bid volumes: 10018
2023-03-12 09:50:24.538803 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151300; ask volumes: 14000; bid prices: 151100; bid volumes: 1000
2023-03-12 09:50:24.538894 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150500; bid volumes: 10018
2023-03-12 09:50:24.760467 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151500; ask volumes: 3000; bid prices: 151300; bid volumes: 3000
2023-03-12 09:50:24.760533 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 150600; bid volumes: 10000
2023-03-12 09:50:24.929696 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 151200; ask volumes: 12; bid prices: 0; bid volumes: 0
2023-03-12 09:50:25.037209 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 151300; ask volumes: 24; bid prices: 0; bid volumes: 0
2023-03-12 09:50:25.053404 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151300; ask volumes: 2000; bid prices: 151100; bid volumes: 12620
2023-03-12 09:50:25.053508 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151400; ask volumes: 45; bid prices: 150600; bid volumes: 10000
2023-03-12 09:50:25.263384 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151200; ask volumes: 6030; bid prices: 150900; bid volumes: 13630
2023-03-12 09:50:25.263502 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151400; ask volumes: 45; bid prices: 150600; bid volumes: 10000
2023-03-12 09:50:25.502191 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 151200; ask volumes: 1000; bid prices: 151000; bid volumes: 12000
2023-03-12 09:50:25.502220 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151400; ask volumes: 45; bid prices: 150500; bid volumes: 10018
2023-03-12 09:50:25.805953 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150900; ask volumes: 5020; bid prices: 150700; bid volumes: 9000
2023-03-12 09:50:25.806054 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151400; ask volumes: 10045; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:26.072895 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150700; ask volumes: 3000; bid prices: 150500; bid volumes: 8000
2023-03-12 09:50:26.072972 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151300; ask volumes: 10; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:26.327121 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 1000; bid prices: 150400; bid volumes: 13720
2023-03-12 09:50:26.327209 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151100; ask volumes: 10010; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:26.390982 [INFO   ] [AUTO] order 599 filled for 10 lots at $151000 cents
2023-03-12 09:50:26.392374 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 151000; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-12 09:50:26.392538 [INFO   ] [AUTO] hedge order 600 filled for 10 lots at $150600 average price in cents
2023-03-12 09:50:26.443512 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 150500; bid volumes: 2990
2023-03-12 09:50:26.503813 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150600; ask volumes: 3400; bid prices: 150400; bid volumes: 1000
2023-03-12 09:50:26.503984 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151100; ask volumes: 10000; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:26.841857 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150700; ask volumes: 2400; bid prices: 150500; bid volumes: 13170
2023-03-12 09:50:26.841925 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 151000; ask volumes: 15; bid prices: 150500; bid volumes: 18
2023-03-12 09:50:26.942149 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 150800; ask volumes: 5400; bid prices: 0; bid volumes: 0
2023-03-12 09:50:27.078027 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 150900; ask volumes: 6720; bid prices: 150700; bid volumes: 1560
